FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,CG_DTYPE,COLLECTION,DECIMALS,UNIT_MEASURE,UNIT_MULT,TIME_FORMAT,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
Q,PL,P,A,C,E,1,770,0,,,2007-Q1,0.5592,A,F,
Q,PL,P,A,C,E,1,770,0,,,2007-Q2,1.7999,A,F,
Q,PL,P,A,C,E,1,770,0,,,2007-Q3,3.7213,A,F,
Q,PL,P,A,C,E,1,770,0,,,2007-Q4,4.2276,A,F,
Q,PL,P,A,C,E,1,770,0,,,2008-Q1,5.1905,A,F,
Q,PL,P,A,C,E,1,770,0,,,2008-Q2,5.737,A,F,
Q,PL,P,A,C,E,1,770,0,,,2008-Q3,7.609,A,F,
Q,PL,P,A,C,E,1,770,0,,,2008-Q4,12.7143,A,F,
Q,PL,P,A,C,E,1,770,0,,,2009-Q1,15.1603,A,F,
Q,PL,P,A,C,E,1,770,0,,,2009-Q2,12.3178,A,F,
Q,PL,P,A,C,E,1,770,0,,,2009-Q3,10.1382,A,F,
Q,PL,P,A,C,E,1,770,0,,,2009-Q4,7.1619,A,F,
Q,PL,P,A,C,E,1,770,0,,,2010-Q1,6.3682,A,F,
Q,PL,P,A,C,E,1,770,0,,,2010-Q2,7.856,A,F,
Q,PL,P,A,C,E,1,770,0,,,2010-Q3,6.21,A,F,
Q,PL,P,A,C,E,1,770,0,,,2010-Q4,5.8993,A,F,
Q,PL,P,A,C,E,1,770,0,,,2011-Q1,4.1271,A,F,
Q,PL,P,A,C,E,1,770,0,,,2011-Q2,4.193,A,F,
Q,PL,P,A,C,E,1,770,0,,,2011-Q3,6.2822,A,F,
Q,PL,P,A,C,E,1,770,0,,,2011-Q4,5.6845,A,F,
Q,PL,P,A,C,E,1,770,0,,,2012-Q1,3.8481,A,F,
Q,PL,P,A,C,E,1,770,0,,,2012-Q2,3.3986,A,F,
Q,PL,P,A,C,E,1,770,0,,,2012-Q3,2.1143,A,F,
Q,PL,P,A,C,E,1,770,0,,,2012-Q4,2.0164,A,F,
Q,PL,P,A,C,E,1,770,0,,,2013-Q1,1.9978,A,F,
Q,PL,P,A,C,E,1,770,0,,,2013-Q2,2.8677,A,F,
Q,PL,P,A,C,E,1,770,0,,,2013-Q3,2.54,A,F,
Q,PL,P,A,C,E,1,770,0,,,2013-Q4,1.0632,A,F,
Q,PL,P,A,C,E,1,770,0,,,2014-Q1,0.5855,A,F,
Q,PL,P,A,C,E,1,770,0,,,2014-Q2,0.9284,A,F,
Q,PL,P,A,C,E,1,770,0,,,2014-Q3,0.6328,A,F,
Q,PL,P,A,C,E,1,770,0,,,2014-Q4,0.3137,A,F,
Q,PL,P,A,C,E,1,770,0,,,2015-Q1,0.3343,A,F,
Q,PL,P,A,C,E,1,770,0,,,2015-Q2,0.3134,A,F,
Q,PL,P,A,C,E,1,770,0,,,2015-Q3,-0.1494,A,F,
Q,PL,P,A,C,E,1,770,0,,,2015-Q4,-1.5266,A,F,
Q,PL,P,A,C,E,1,770,0,,,2016-Q1,-2.1133,A,F,
Q,PL,P,A,C,E,1,770,0,,,2016-Q2,-1.772,A,F,
Q,PL,P,A,C,E,1,770,0,,,2016-Q3,-2.92,A,F,
Q,PL,P,A,C,E,1,770,0,,,2016-Q4,-1.4387,A,F,
Q,PL,P,A,C,E,1,770,0,,,2017-Q1,-3.5472,A,F,
Q,PL,P,A,C,E,1,770,0,,,2017-Q2,-4.9993,A,F,
Q,PL,P,A,C,E,1,770,0,,,2017-Q3,-6.3187,A,F,
Q,PL,P,A,C,E,1,770,0,,,2017-Q4,-8.0109,A,F,
Q,PL,P,A,C,E,1,770,0,,,2018-Q1,-7.7075,A,F,
Q,PL,P,A,C,E,1,770,0,,,2018-Q2,-7.9657,A,F,
Q,PL,P,A,C,E,1,770,0,,,2018-Q3,-8.8196,A,F,
Q,PL,P,A,C,E,1,770,0,,,2018-Q4,-10.0377,A,F,
Q,PL,P,A,C,E,1,770,0,,,2019-Q1,-10.7382,A,F,
Q,PL,P,A,C,E,1,770,0,,,2019-Q2,-11.6801,A,F,
Q,PL,P,A,C,E,1,770,0,,,2019-Q3,-11.346,A,F,
Q,PL,P,A,C,E,1,770,0,,,2019-Q4,-12.7717,A,F,
Q,PL,P,A,C,E,1,770,0,,,2020-Q1,-10.7057,A,F,
Q,PL,P,A,C,E,1,770,0,,,2020-Q2,-10.5249,A,F,
Q,PL,P,A,C,E,1,770,0,,,2020-Q3,-11.1597,A,F,
Q,PL,P,A,C,E,1,770,0,,,2020-Q4,-11.0909,A,F,
Q,PL,P,A,C,E,1,770,0,,,2021-Q1,-11.5109,A,F,
Q,PL,P,A,C,E,1,770,0,,,2021-Q2,-13.6097,A,F,
Q,PL,P,A,C,E,1,770,0,,,2021-Q3,-13.5606,A,F,
Q,PL,P,A,C,E,1,770,0,,,2021-Q4,-14.7144,A,F,
Q,PL,P,A,C,E,1,770,0,,,2022-Q1,-16.0672,A,F,
Q,PL,P,A,C,E,1,770,0,,,2022-Q2,-17.4534,A,F,
Q,PL,P,A,C,E,1,770,0,,,2022-Q3,-17.3701,A,F,
Q,PL,P,A,C,E,1,770,0,,,2022-Q4,-20.7773,A,F,
Q,PL,P,A,C,E,1,770,0,,,2023-Q1,-21.7674,A,F,
Q,PL,P,A,C,E,1,770,0,,,2023-Q2,-22.7734,A,F,
Q,PL,P,A,C,E,1,770,0,,,2023-Q3,-21.892,A,F,
Q,PL,P,A,C,E,1,770,0,,,2023-Q4,-22.3946,A,F,
Q,PL,P,A,C,E,1,770,0,,,2024-Q1,-21.7538,A,F,
Q,PL,P,A,C,E,1,770,0,,,2024-Q2,-20.8985,A,F,
Q,PL,P,A,C,E,1,770,0,,,2024-Q3,-20.6828,A,F,
Q,PL,P,A,C,E,1,770,0,,,2024-Q4,-19.7496,A,F,
Q,PL,P,A,C,E,1,770,0,,,2025-Q1,-19.6128,A,F,
Q,PL,P,A,C,E,1,770,0,,,2025-Q2,-18.6183,A,F,
Q,PL,P,A,C,E,1,770,0,,,2025-Q3,-17.4193,A,F,
Q,PL,P,A,C,E,1,770,0,,,2025-Q4,-16.8492,A,F,
Q,GB,P,A,C,E,1,770,0,,,2000-Q1,4.186,A,F,
Q,GB,P,A,C,E,1,770,0,,,2000-Q2,6.3192,A,F,
Q,GB,P,A,C,E,1,770,0,,,2000-Q3,6.8859,A,F,
Q,GB,P,A,C,E,1,770,0,,,2000-Q4,6.5874,A,F,
Q,GB,P,A,C,E,1,770,0,,,2001-Q1,8.8965,A,F,
Q,GB,P,A,C,E,1,770,0,,,2001-Q2,8.5065,A,F,
Q,GB,P,A,C,E,1,770,0,,,2001-Q3,8.4874,A,F,
Q,GB,P,A,C,E,1,770,0,,,2001-Q4,9.6558,A,F,
Q,GB,P,A,C,E,1,770,0,,,2002-Q1,10.2723,A,F,
Q,GB,P,A,C,E,1,770,0,,,2002-Q2,11.3015,A,F,
Q,GB,P,A,C,E,1,770,0,,,2002-Q3,14.9673,A,F,
Q,GB,P,A,C,E,1,770,0,,,2002-Q4,13.4556,A,F,
Q,GB,P,A,C,E,1,770,0,,,2003-Q1,9.7288,A,F,
Q,GB,P,A,C,E,1,770,0,,,2003-Q2,10.5247,A,F,
Q,GB,P,A,C,E,1,770,0,,,2003-Q3,9.4672,A,F,
Q,GB,P,A,C,E,1,770,0,,,2003-Q4,7.6376,A,F,
Q,GB,P,A,C,E,1,770,0,,,2004-Q1,5.9699,A,F,
Q,GB,P,A,C,E,1,770,0,,,2004-Q2,5.0699,A,F,
Q,GB,P,A,C,E,1,770,0,,,2004-Q3,6.2317,A,F,
Q,GB,P,A,C,E,1,770,0,,,2004-Q4,5.8741,A,F,
Q,GB,P,A,C,E,1,770,0,,,2005-Q1,5.2596,A,F,
Q,GB,P,A,C,E,1,770,0,,,2005-Q2,7.4822,A,F,
Q,GB,P,A,C,E,1,770,0,,,2005-Q3,7.8022,A,F,
Q,GB,P,A,C,E,1,770,0,,,2005-Q4,7.6311,A,F,
Q,GB,P,A,C,E,1,770,0,,,2006-Q1,6.974,A,F,
Q,GB,P,A,C,E,1,770,0,,,2006-Q2,7.6993,A,F,
Q,GB,P,A,C,E,1,770,0,,,2006-Q3,9.3763,A,F,
Q,GB,P,A,C,E,1,770,0,,,2006-Q4,7.8442,A,F,
Q,GB,P,A,C,E,1,770,0,,,2007-Q1,4.9721,A,F,
Q,GB,P,A,C,E,1,770,0,,,2007-Q2,4.2149,A,F,
Q,GB,P,A,C,E,1,770,0,,,2007-Q3,6.0099,A,F,
Q,GB,P,A,C,E,1,770,0,,,2007-Q4,5.826,A,F,
Q,GB,P,A,C,E,1,770,0,,,2008-Q1,7.1911,A,F,
Q,GB,P,A,C,E,1,770,0,,,2008-Q2,5.2187,A,F,
Q,GB,P,A,C,E,1,770,0,,,2008-Q3,4.4783,A,F,
Q,GB,P,A,C,E,1,770,0,,,2008-Q4,8.7959,A,F,
Q,GB,P,A,C,E,1,770,0,,,2009-Q1,6.8106,A,F,
Q,GB,P,A,C,E,1,770,0,,,2009-Q2,2.0714,A,F,
Q,GB,P,A,C,E,1,770,0,,,2009-Q3,4.2272,A,F,
Q,GB,P,A,C,E,1,770,0,,,2009-Q4,2.763,A,F,
Q,GB,P,A,C,E,1,770,0,,,2010-Q1,2.6234,A,F,
Q,GB,P,A,C,E,1,770,0,,,2010-Q2,-2.2993,A,F,
Q,GB,P,A,C,E,1,770,0,,,2010-Q3,-3.7718,A,F,
Q,GB,P,A,C,E,1,770,0,,,2010-Q4,-9.0795,A,F,
Q,GB,P,A,C,E,1,770,0,,,2011-Q1,-11.0266,A,F,
Q,GB,P,A,C,E,1,770,0,,,2011-Q2,-12.0753,A,F,
Q,GB,P,A,C,E,1,770,0,,,2011-Q3,-13.4803,A,F,
Q,GB,P,A,C,E,1,770,0,,,2011-Q4,-15.5812,A,F,
Q,GB,P,A,C,E,1,770,0,,,2012-Q1,-13.8021,A,F,
Q,GB,P,A,C,E,1,770,0,,,2012-Q2,-13.2713,A,F,
Q,GB,P,A,C,E,1,770,0,,,2012-Q3,-13.5177,A,F,
Q,GB,P,A,C,E,1,770,0,,,2012-Q4,-15.9888,A,F,
Q,GB,P,A,C,E,1,770,0,,,2013-Q1,-18.106,A,F,
Q,GB,P,A,C,E,1,770,0,,,2013-Q2,-16.8622,A,F,
Q,GB,P,A,C,E,1,770,0,,,2013-Q3,-19.1013,A,F,
Q,GB,P,A,C,E,1,770,0,,,2013-Q4,-21.1571,A,F,
Q,GB,P,A,C,E,1,770,0,,,2014-Q1,-23.5751,A,F,
Q,GB,P,A,C,E,1,770,0,,,2014-Q2,-25.2598,A,F,
Q,GB,P,A,C,E,1,770,0,,,2014-Q3,-25.997,A,F,
Q,GB,P,A,C,E,1,770,0,,,2014-Q4,-26.7537,A,F,
Q,GB,P,A,C,E,1,770,0,,,2015-Q1,-25.5726,A,F,
Q,GB,P,A,C,E,1,770,0,,,2015-Q2,-27.985,A,F,
Q,GB,P,A,C,E,1,770,0,,,2015-Q3,-26.6438,A,F,
Q,GB,P,A,C,E,1,770,0,,,2015-Q4,-25.4085,A,F,
Q,GB,P,A,C,E,1,770,0,,,2016-Q1,-23.8873,A,F,
Q,GB,P,A,C,E,1,770,0,,,2016-Q2,-19.8918,A,F,
Q,GB,P,A,C,E,1,770,0,,,2016-Q3,-17.2947,A,F,
Q,GB,P,A,C,E,1,770,0,,,2016-Q4,-17.4454,A,F,
Q,GB,P,A,C,E,1,770,0,,,2017-Q1,-16.4893,A,F,
Q,GB,P,A,C,E,1,770,0,,,2017-Q2,-17.4422,A,F,
Q,GB,P,A,C,E,1,770,0,,,2017-Q3,-16.1855,A,F,
Q,GB,P,A,C,E,1,770,0,,,2017-Q4,-14.9576,A,F,
Q,GB,P,A,C,E,1,770,0,,,2018-Q1,-16.7068,A,F,
Q,GB,P,A,C,E,1,770,0,,,2018-Q2,-16.9211,A,F,
Q,GB,P,A,C,E,1,770,0,,,2018-Q3,-17.7772,A,F,
Q,GB,P,A,C,E,1,770,0,,,2018-Q4,-17.7605,A,F,
Q,GB,P,A,C,E,1,770,0,,,2019-Q1,-19.301,A,F,
Q,GB,P,A,C,E,1,770,0,,,2019-Q2,-17.2687,A,F,
Q,GB,P,A,C,E,1,770,0,,,2019-Q3,-15.1569,A,F,
Q,GB,P,A,C,E,1,770,0,,,2019-Q4,-16.0838,A,F,
Q,GB,P,A,C,E,1,770,0,,,2020-Q1,-11.9862,A,F,
Q,GB,P,A,C,E,1,770,0,,,2020-Q2,-3.0591,A,F,
Q,GB,P,A,C,E,1,770,0,,,2020-Q3,0.1905,A,F,
Q,GB,P,A,C,E,1,770,0,,,2020-Q4,3.4389,A,F,
Q,GB,P,A,C,E,1,770,0,,,2021-Q1,4.1506,A,F,
Q,GB,P,A,C,E,1,770,0,,,2021-Q2,-0.7409,A,F,
Q,GB,P,A,C,E,1,770,0,,,2021-Q3,-3.345,A,F,
Q,GB,P,A,C,E,1,770,0,,,2021-Q4,-6.9197,A,F,
Q,GB,P,A,C,E,1,770,0,,,2022-Q1,-11.9283,A,F,
Q,GB,P,A,C,E,1,770,0,,,2022-Q2,-14.5336,A,F,
Q,GB,P,A,C,E,1,770,0,,,2022-Q3,-15.6037,A,F,
Q,GB,P,A,C,E,1,770,0,,,2022-Q4,-17.6478,A,F,
Q,GB,P,A,C,E,1,770,0,,,2023-Q1,-20.4384,A,F,
Q,GB,P,A,C,E,1,770,0,,,2023-Q2,-22.8179,A,F,
Q,GB,P,A,C,E,1,770,0,,,2023-Q3,-22.2788,A,F,
Q,GB,P,A,C,E,1,770,0,,,2023-Q4,-21.8043,A,F,
Q,GB,P,A,C,E,1,770,0,,,2024-Q1,-19.8885,A,F,
Q,GB,P,A,C,E,1,770,0,,,2024-Q2,-18.9388,A,F,
Q,GB,P,A,C,E,1,770,0,,,2024-Q3,-18.302,A,F,
Q,GB,P,A,C,E,1,770,0,,,2024-Q4,-18.699,A,F,
Q,GB,P,A,C,E,1,770,0,,,2025-Q1,-21.9558,A,F,
Q,GB,P,A,C,E,1,770,0,,,2025-Q2,-21.1019,A,F,
Q,GB,P,A,C,E,1,770,0,,,2025-Q3,-18.5549,A,F,
Q,GB,P,A,C,E,1,770,0,,,2025-Q4,-17.8211,A,F,
Q,TR,P,A,C,E,1,770,0,,,2000-Q1,-0.083,A,F,
Q,TR,P,A,C,E,1,770,0,,,2000-Q2,0.0546,A,F,
Q,TR,P,A,C,E,1,770,0,,,2000-Q3,0.5478,A,F,
Q,TR,P,A,C,E,1,770,0,,,2000-Q4,-0.057,A,F,
Q,TR,P,A,C,E,1,770,0,,,2001-Q1,3.168,A,F,
Q,TR,P,A,C,E,1,770,0,,,2001-Q2,2.5315,A,F,
Q,TR,P,A,C,E,1,770,0,,,2001-Q3,4.1227,A,F,
Q,TR,P,A,C,E,1,770,0,,,2001-Q4,0.1416,A,F,
Q,TR,P,A,C,E,1,770,0,,,2002-Q1,-3.3799,A,F,
Q,TR,P,A,C,E,1,770,0,,,2002-Q2,-4.2303,A,F,
Q,TR,P,A,C,E,1,770,0,,,2002-Q3,-4.5257,A,F,
Q,TR,P,A,C,E,1,770,0,,,2002-Q4,-5.2024,A,F,
Q,TR,P,A,C,E,1,770,0,,,2003-Q1,-4.8026,A,F,
Q,TR,P,A,C,E,1,770,0,,,2003-Q2,-7.573,A,F,
Q,TR,P,A,C,E,1,770,0,,,2003-Q3,-7.1315,A,F,
Q,TR,P,A,C,E,1,770,0,,,2003-Q4,-6.1361,A,F,
Q,TR,P,A,C,E,1,770,0,,,2004-Q1,-5.2243,A,F,
Q,TR,P,A,C,E,1,770,0,,,2004-Q2,-2.437,A,F,
Q,TR,P,A,C,E,1,770,0,,,2004-Q3,-2.7064,A,F,
Q,TR,P,A,C,E,1,770,0,,,2004-Q4,-3.6684,A,F,
Q,TR,P,A,C,E,1,770,0,,,2005-Q1,-3.3104,A,F,
Q,TR,P,A,C,E,1,770,0,,,2005-Q2,-2.2975,A,F,
Q,TR,P,A,C,E,1,770,0,,,2005-Q3,-1.6087,A,F,
Q,TR,P,A,C,E,1,770,0,,,2005-Q4,3.1236,A,F,
Q,TR,P,A,C,E,1,770,0,,,2006-Q1,4.893,A,F,
Q,TR,P,A,C,E,1,770,0,,,2006-Q2,8.8231,A,F,
Q,TR,P,A,C,E,1,770,0,,,2006-Q3,7.7651,A,F,
Q,TR,P,A,C,E,1,770,0,,,2006-Q4,7.5495,A,F,
Q,TR,P,A,C,E,1,770,0,,,2007-Q1,6.3183,A,F,
Q,TR,P,A,C,E,1,770,0,,,2007-Q2,7.2436,A,F,
Q,TR,P,A,C,E,1,770,0,,,2007-Q3,8.2927,A,F,
Q,TR,P,A,C,E,1,770,0,,,2007-Q4,9.6489,A,F,
Q,TR,P,A,C,E,1,770,0,,,2008-Q1,12.5014,A,F,
Q,TR,P,A,C,E,1,770,0,,,2008-Q2,12.5606,A,F,
Q,TR,P,A,C,E,1,770,0,,,2008-Q3,12.4659,A,F,
Q,TR,P,A,C,E,1,770,0,,,2008-Q4,12.3884,A,F,
Q,TR,P,A,C,E,1,770,0,,,2009-Q1,11.2588,A,F,
Q,TR,P,A,C,E,1,770,0,,,2009-Q2,9.9197,A,F,
Q,TR,P,A,C,E,1,770,0,,,2009-Q3,10.2007,A,F,
Q,TR,P,A,C,E,1,770,0,,,2009-Q4,10.2666,A,F,
Q,TR,P,A,C,E,1,770,0,,,2010-Q1,10.3558,A,F,
Q,TR,P,A,C,E,1,770,0,,,2010-Q2,11.9946,A,F,
Q,TR,P,A,C,E,1,770,0,,,2010-Q3,11.0663,A,F,
Q,TR,P,A,C,E,1,770,0,,,2010-Q4,12.8437,A,F,
Q,TR,P,A,C,E,1,770,0,,,2011-Q1,13.3364,A,F,
Q,TR,P,A,C,E,1,770,0,,,2011-Q2,15.4436,A,F,
Q,TR,P,A,C,E,1,770,0,,,2011-Q3,14.9597,A,F,
Q,TR,P,A,C,E,1,770,0,,,2011-Q4,12.8694,A,F,
Q,TR,P,A,C,E,1,770,0,,,2012-Q1,11.0716,A,F,
Q,TR,P,A,C,E,1,770,0,,,2012-Q2,11.0855,A,F,
Q,TR,P,A,C,E,1,770,0,,,2012-Q3,9.76,A,F,
Q,TR,P,A,C,E,1,770,0,,,2012-Q4,9.6569,A,F,
Q,TR,P,A,C,E,1,770,0,,,2013-Q1,9.46,A,F,
Q,TR,P,A,C,E,1,770,0,,,2013-Q2,12.5256,A,F,
Q,TR,P,A,C,E,1,770,0,,,2013-Q3,13.3572,A,F,
Q,TR,P,A,C,E,1,770,0,,,2013-Q4,13.2004,A,F,
Q,TR,P,A,C,E,1,770,0,,,2014-Q1,11.3387,A,F,
Q,TR,P,A,C,E,1,770,0,,,2014-Q2,10.746,A,F,
Q,TR,P,A,C,E,1,770,0,,,2014-Q3,11.2002,A,F,
Q,TR,P,A,C,E,1,770,0,,,2014-Q4,10.8777,A,F,
Q,TR,P,A,C,E,1,770,0,,,2015-Q1,11.9542,A,F,
Q,TR,P,A,C,E,1,770,0,,,2015-Q2,12.7527,A,F,
Q,TR,P,A,C,E,1,770,0,,,2015-Q3,13.6607,A,F,
Q,TR,P,A,C,E,1,770,0,,,2015-Q4,9.8464,A,F,
Q,TR,P,A,C,E,1,770,0,,,2016-Q1,7.5525,A,F,
Q,TR,P,A,C,E,1,770,0,,,2016-Q2,7.0764,A,F,
Q,TR,P,A,C,E,1,770,0,,,2016-Q3,6.9602,A,F,
Q,TR,P,A,C,E,1,770,0,,,2016-Q4,9.7498,A,F,
Q,TR,P,A,C,E,1,770,0,,,2017-Q1,8.5165,A,F,
Q,TR,P,A,C,E,1,770,0,,,2017-Q2,7.0696,A,F,
Q,TR,P,A,C,E,1,770,0,,,2017-Q3,4.4971,A,F,
Q,TR,P,A,C,E,1,770,0,,,2017-Q4,4.2068,A,F,
Q,TR,P,A,C,E,1,770,0,,,2018-Q1,3.263,A,F,
Q,TR,P,A,C,E,1,770,0,,,2018-Q2,4.4833,A,F,
Q,TR,P,A,C,E,1,770,0,,,2018-Q3,9.8338,A,F,
Q,TR,P,A,C,E,1,770,0,,,2018-Q4,-1.967,A,F,
Q,TR,P,A,C,E,1,770,0,,,2019-Q1,-1.8597,A,F,
Q,TR,P,A,C,E,1,770,0,,,2019-Q2,-4.1815,A,F,
Q,TR,P,A,C,E,1,770,0,,,2019-Q3,-7.41,A,F,
Q,TR,P,A,C,E,1,770,0,,,2019-Q4,-7.4402,A,F,
Q,TR,P,A,C,E,1,770,0,,,2020-Q1,-5.41,A,F,
Q,TR,P,A,C,E,1,770,0,,,2020-Q2,1.7485,A,F,
Q,TR,P,A,C,E,1,770,0,,,2020-Q3,3.7846,A,F,
Q,TR,P,A,C,E,1,770,0,,,2020-Q4,-2.3534,A,F,
Q,TR,P,A,C,E,1,770,0,,,2021-Q1,-3.1982,A,F,
Q,TR,P,A,C,E,1,770,0,,,2021-Q2,-8.8636,A,F,
Q,TR,P,A,C,E,1,770,0,,,2021-Q3,-13.0289,A,F,
Q,TR,P,A,C,E,1,770,0,,,2021-Q4,-4.8931,A,F,
Q,TR,P,A,C,E,1,770,0,,,2022-Q1,-8.5213,A,F,
Q,TR,P,A,C,E,1,770,0,,,2022-Q2,-15.1578,A,F,
Q,TR,P,A,C,E,1,770,0,,,2022-Q3,-22.1414,A,F,
Q,TR,P,A,C,E,1,770,0,,,2022-Q4,-26.4454,A,F,
Q,TR,P,A,C,E,1,770,0,,,2023-Q1,-28.783,A,F,
Q,TR,P,A,C,E,1,770,0,,,2023-Q2,-24.9454,A,F,
Q,TR,P,A,C,E,1,770,0,,,2023-Q3,-29.1963,A,F,
Q,TR,P,A,C,E,1,770,0,,,2023-Q4,-31.1377,A,F,
Q,TR,P,A,C,E,1,770,0,,,2024-Q1,-32.927,A,F,
Q,TR,P,A,C,E,1,770,0,,,2024-Q2,-35.1204,A,F,
Q,TR,P,A,C,E,1,770,0,,,2024-Q3,-34.6857,A,F,
Q,TR,P,A,C,E,1,770,0,,,2024-Q4,-34.8568,A,F,
Q,TR,P,A,C,E,1,770,0,,,2025-Q1,-32.0919,A,F,
Q,TR,P,A,C,E,1,770,0,,,2025-Q2,-29.7281,A,F,
Q,TR,P,A,C,E,1,770,0,,,2025-Q3,-28.3914,A,F,
Q,TR,P,A,C,E,1,770,0,,,2025-Q4,-26.9071,A,F,
Q,FR,P,A,C,E,1,770,0,,,2000-Q1,-2.7817,A,F,
Q,FR,P,A,C,E,1,770,0,,,2000-Q2,-1.6382,A,F,
Q,FR,P,A,C,E,1,770,0,,,2000-Q3,-0.0208,A,F,
Q,FR,P,A,C,E,1,770,0,,,2000-Q4,0.346,A,F,
Q,FR,P,A,C,E,1,770,0,,,2001-Q1,1.4356,A,F,
Q,FR,P,A,C,E,1,770,0,,,2001-Q2,2.8885,A,F,
Q,FR,P,A,C,E,1,770,0,,,2001-Q3,3.1216,A,F,
Q,FR,P,A,C,E,1,770,0,,,2001-Q4,3.4495,A,F,
Q,FR,P,A,C,E,1,770,0,,,2002-Q1,3.3841,A,F,
Q,FR,P,A,C,E,1,770,0,,,2002-Q2,2.6136,A,F,
Q,FR,P,A,C,E,1,770,0,,,2002-Q3,1.6477,A,F,
Q,FR,P,A,C,E,1,770,0,,,2002-Q4,1.4641,A,F,
Q,FR,P,A,C,E,1,770,0,,,2003-Q1,1.745,A,F,
Q,FR,P,A,C,E,1,770,0,,,2003-Q2,1.552,A,F,
Q,FR,P,A,C,E,1,770,0,,,2003-Q3,0.5324,A,F,
Q,FR,P,A,C,E,1,770,0,,,2003-Q4,-1.1766,A,F,
Q,FR,P,A,C,E,1,770,0,,,2004-Q1,-1.2663,A,F,
Q,FR,P,A,C,E,1,770,0,,,2004-Q2,-0.1328,A,F,
Q,FR,P,A,C,E,1,770,0,,,2004-Q3,0.1532,A,F,
Q,FR,P,A,C,E,1,770,0,,,2004-Q4,0.0254,A,F,
Q,FR,P,A,C,E,1,770,0,,,2005-Q1,-0.3796,A,F,
Q,FR,P,A,C,E,1,770,0,,,2005-Q2,1.2658,A,F,
Q,FR,P,A,C,E,1,770,0,,,2005-Q3,0.931,A,F,
Q,FR,P,A,C,E,1,770,0,,,2005-Q4,1.7362,A,F,
Q,FR,P,A,C,E,1,770,0,,,2006-Q1,1.9034,A,F,
Q,FR,P,A,C,E,1,770,0,,,2006-Q2,2.9158,A,F,
Q,FR,P,A,C,E,1,770,0,,,2006-Q3,2.8497,A,F,
Q,FR,P,A,C,E,1,770,0,,,2006-Q4,3.3726,A,F,
Q,FR,P,A,C,E,1,770,0,,,2007-Q1,3.4025,A,F,
Q,FR,P,A,C,E,1,770,0,,,2007-Q2,4.9789,A,F,
Q,FR,P,A,C,E,1,770,0,,,2007-Q3,5.1803,A,F,
Q,FR,P,A,C,E,1,770,0,,,2007-Q4,4.4331,A,F,
Q,FR,P,A,C,E,1,770,0,,,2008-Q1,4.3828,A,F,
Q,FR,P,A,C,E,1,770,0,,,2008-Q2,6.3655,A,F,
Q,FR,P,A,C,E,1,770,0,,,2008-Q3,7.7671,A,F,
Q,FR,P,A,C,E,1,770,0,,,2008-Q4,7.9248,A,F,
Q,FR,P,A,C,E,1,770,0,,,2009-Q1,9.3249,A,F,
Q,FR,P,A,C,E,1,770,0,,,2009-Q2,10.242,A,F,
Q,FR,P,A,C,E,1,770,0,,,2009-Q3,10.5996,A,F,
Q,FR,P,A,C,E,1,770,0,,,2009-Q4,10.4913,A,F,
Q,FR,P,A,C,E,1,770,0,,,2010-Q1,8.9768,A,F,
Q,FR,P,A,C,E,1,770,0,,,2010-Q2,7.3497,A,F,
Q,FR,P,A,C,E,1,770,0,,,2010-Q3,6.0027,A,F,
Q,FR,P,A,C,E,1,770,0,,,2010-Q4,6.5508,A,F,
Q,FR,P,A,C,E,1,770,0,,,2011-Q1,5.9691,A,F,
Q,FR,P,A,C,E,1,770,0,,,2011-Q2,7.5455,A,F,
Q,FR,P,A,C,E,1,770,0,,,2011-Q3,8.6912,A,F,
Q,FR,P,A,C,E,1,770,0,,,2011-Q4,8.6563,A,F,
Q,FR,P,A,C,E,1,770,0,,,2012-Q1,9.4486,A,F,
Q,FR,P,A,C,E,1,770,0,,,2012-Q2,10.1953,A,F,
Q,FR,P,A,C,E,1,770,0,,,2012-Q3,8.9393,A,F,
Q,FR,P,A,C,E,1,770,0,,,2012-Q4,8.1496,A,F,
Q,FR,P,A,C,E,1,770,0,,,2013-Q1,6.7354,A,F,
Q,FR,P,A,C,E,1,770,0,,,2013-Q2,3.9533,A,F,
Q,FR,P,A,C,E,1,770,0,,,2013-Q3,3.2785,A,F,
Q,FR,P,A,C,E,1,770,0,,,2013-Q4,1.7697,A,F,
Q,FR,P,A,C,E,1,770,0,,,2014-Q1,2.6971,A,F,
Q,FR,P,A,C,E,1,770,0,,,2014-Q2,3.9887,A,F,
Q,FR,P,A,C,E,1,770,0,,,2014-Q3,4.2111,A,F,
Q,FR,P,A,C,E,1,770,0,,,2014-Q4,4.2172,A,F,
Q,FR,P,A,C,E,1,770,0,,,2015-Q1,5.5467,A,F,
Q,FR,P,A,C,E,1,770,0,,,2015-Q2,4.7762,A,F,
Q,FR,P,A,C,E,1,770,0,,,2015-Q3,4.3817,A,F,
Q,FR,P,A,C,E,1,770,0,,,2015-Q4,5.1088,A,F,
Q,FR,P,A,C,E,1,770,0,,,2016-Q1,3.0568,A,F,
Q,FR,P,A,C,E,1,770,0,,,2016-Q2,4.349,A,F,
Q,FR,P,A,C,E,1,770,0,,,2016-Q3,4.4682,A,F,
Q,FR,P,A,C,E,1,770,0,,,2016-Q4,5.0056,A,F,
