KEY,FREQ,CURRENCY,CURRENCY_DENOM,EXR_TYPE,EXR_SUFFIX,TIME_PERIOD,OBS_VALUE
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-02,1.2022
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-05,1.2016
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-06,1.2014
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-07,1.2011
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-08,1.201
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-09,1.201
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-12,1.201
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-13,1.201
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-14,1.201
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-15,1.028
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-16,1.0128
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-19,1.012
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-20,1.0087
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-21,0.9997
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-22,0.9943
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-23,0.9816
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-26,1.0014
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-27,1.017
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-28,1.0242
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-29,1.0372
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-01-30,1.0468
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-02,1.0519
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-03,1.0526
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-04,1.0602
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-05,1.0587
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-06,1.0534
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-09,1.0428
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-10,1.0457
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-11,1.0465
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-12,1.0559
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-13,1.0576
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-16,1.0626
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-17,1.0631
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-18,1.0707
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-19,1.0796
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-20,1.0718
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-23,1.0727
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-24,1.0755
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-25,1.0773
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-26,1.0745
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-02-27,1.0636
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-02,1.0724
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-03,1.0736
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-04,1.0694
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-05,1.0697
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-06,1.07
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-09,1.0691
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-10,1.0703
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-11,1.0655
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-12,1.0636
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-13,1.0648
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-16,1.0615
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-17,1.066
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-18,1.0627
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-19,1.0595
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-20,1.0552
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-23,1.0561
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-24,1.0491
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-25,1.0517
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-26,1.0498
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-27,1.0476
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-30,1.0439
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-03-31,1.0463
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-01,1.0426
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-02,1.04
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-07,1.0438
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-08,1.0438
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-09,1.0447
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-10,1.039
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-13,1.0373
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-14,1.0344
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-15,1.0321
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-16,1.0327
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-17,1.0297
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-20,1.0283
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-21,1.0252
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-22,1.0323
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-23,1.0383
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-24,1.0338
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-27,1.0367
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-28,1.0464
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-29,1.0491
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-04-30,1.0486
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-04,1.0431
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-05,1.0376
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-06,1.0374
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-07,1.0343
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-08,1.0385
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-11,1.0403
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-12,1.0396
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-13,1.041
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-14,1.0386
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-15,1.0463
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-18,1.0482
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-19,1.042
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-20,1.0429
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-21,1.0394
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-22,1.0417
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-25,1.0349
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-26,1.0351
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-27,1.0331
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-28,1.0344
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-05-29,1.0341
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-01,1.0331
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-02,1.0391
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-03,1.0427
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-04,1.0551
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-05,1.0478
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-08,1.047
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-09,1.0465
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-10,1.0486
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-11,1.0523
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-12,1.0469
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-15,1.0512
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-16,1.0465
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-17,1.0451
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-18,1.0461
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-19,1.0449
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-22,1.0435
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-23,1.0449
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-24,1.0449
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-25,1.0507
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-26,1.0447
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-29,1.0376
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-06-30,1.0413
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-01,1.0457
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-02,1.0507
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-03,1.0466
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-06,1.0422
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-07,1.0383
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-08,1.0463
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-09,1.0504
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-10,1.0464
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-13,1.0478
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-14,1.0422
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-15,1.0439
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-16,1.0407
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-17,1.0431
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-20,1.0443
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-21,1.044
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-22,1.0482
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-23,1.0517
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-24,1.0512
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-27,1.0595
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-28,1.0659
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-29,1.0622
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-30,1.0633
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-07-31,1.0565
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-03,1.0598
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-04,1.064
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-05,1.0658
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-06,1.0713
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-07,1.0738
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-10,1.08
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-11,1.0859
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-12,1.0864
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-13,1.0849
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-14,1.0875
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-17,1.0841
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-18,1.0798
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-19,1.0755
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-20,1.0772
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-21,1.0765
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-24,1.0777
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-25,1.0834
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-26,1.0778
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-27,1.0771
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-28,1.0807
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-08-31,1.0825
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-01,1.0825
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-02,1.0867
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-03,1.0903
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-04,1.0839
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-07,1.0871
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-08,1.092
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-09,1.0893
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-10,1.0923
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-11,1.1031
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-14,1.0979
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-15,1.0971
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-16,1.0943
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-17,1.095
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-18,1.0913
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-21,1.0906
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-22,1.086
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-23,1.0882
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-24,1.0928
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-25,1.0922
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-28,1.0941
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-29,1.0901
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-09-30,1.0915
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-01,1.0903
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-02,1.0923
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-05,1.0938
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-06,1.0936
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-07,1.0882
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-08,1.0935
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-09,1.0919
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-12,1.0928
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-13,1.091
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-14,1.0901
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-15,1.0873
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-16,1.0809
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-19,1.0834
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-20,1.0823
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-21,1.0864
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-22,1.0886
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-23,1.0793
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-26,1.0823
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-27,1.088
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-28,1.0899
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-29,1.0851
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-10-30,1.09
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-02,1.0885
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-03,1.0869
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-04,1.0813
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-05,1.0833
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-06,1.083
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-09,1.0815
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-10,1.0765
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-11,1.0783
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-12,1.0769
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-13,1.0786
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-16,1.0791
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-17,1.0806
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-18,1.0838
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-19,1.0893
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-20,1.0844
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-23,1.0848
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-24,1.0832
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-25,1.082
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-26,1.0868
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-27,1.09
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-11-30,1.0903
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-01,1.0908
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-02,1.088
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-03,1.084
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-04,1.0882
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-07,1.083
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-08,1.082
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-09,1.083
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-10,1.0806
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-11,1.0819
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-14,1.0771
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-15,1.0831
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-16,1.0824
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-17,1.0807
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-18,1.0768
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-21,1.0804
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-22,1.0818
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-23,1.0812
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-24,1.0806
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-28,1.0838
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-29,1.0846
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-30,1.0814
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2015-12-31,1.0835
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-04,1.0891
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-05,1.0847
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-06,1.0846
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-07,1.0875
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-08,1.086
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-11,1.0863
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-12,1.0855
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-13,1.0926
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-14,1.095
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-15,1.0951
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-18,1.0946
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-19,1.0922
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-20,1.0932
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-21,1.0949
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-22,1.095
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-25,1.0981
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-26,1.1008
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-27,1.1068
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-28,1.1053
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-01-29,1.1144
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-01,1.1096
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-02,1.1147
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-03,1.1115
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-04,1.1169
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-05,1.1101
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-08,1.1051
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-09,1.0997
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-10,1.096
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-11,1.1027
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-12,1.0989
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-15,1.1009
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-16,1.1018
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-17,1.1034
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-18,1.1028
EXR.D.CHF.EUR.SP00.A,D,CHF,EUR,SP00,A,2016-02-19,1.1017
