DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),USA,M,LI,IX,_Z,AA,IX,_Z,H,2024-03,99.33035,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),USA,M,LI,IX,_Z,AA,IX,_Z,H,2024-04,99.37269,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-07,99.73844,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-08,99.79146,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-09,99.90845,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),USA,M,LI,IX,_Z,AA,IX,_Z,H,2003-11,100.3642,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),USA,M,LI,IX,_Z,AA,IX,_Z,H,2003-12,100.6819,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-06,99.80058,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-07,99.87544,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-08,99.95303,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-09,100.0258,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-10,100.0832,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-11,100.122,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-12,100.1421,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-01,100.1363,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-02,100.0946,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-03,100.0189,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-02,100.0371,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-03,100.0354,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2007-10,102.578,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2007-11,102.3889,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-12,100.4216,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-01,100.5915,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-02,100.7398,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-03,100.8701,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-04,100.9893,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-05,101.0941,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-06,101.1786,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-07,101.2443,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-08,101.3031,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-09,101.3621,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-10,101.4103,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-11,101.4369,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2017-12,101.4307,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2018-01,101.3794,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2018-02,101.2855,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2018-03,101.1699,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2018-04,101.0389,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-09,98.65791,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-10,98.7241,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-11,98.84328,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-12,99.00237,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-01,99.18623,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-10,100.0641,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-11,100.241,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2002-12,98.04281,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-01,97.83369,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-02,97.61062,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-03,97.42512,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-04,97.32684,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-05,97.32246,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-06,97.40321,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-07,97.55392,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-08,97.74648,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-09,97.96986,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-10,98.21706,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-11,98.47453,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2003-12,98.71,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-01,98.91058,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-02,99.07539,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-03,99.21228,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-04,99.326,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-05,99.43027,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-06,99.5256,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-07,99.61681,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-08,99.70237,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-09,99.78377,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-10,99.85224,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-11,99.89826,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2004-12,99.90753,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-01,99.87779,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-02,99.82298,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-03,99.75835,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-04,99.70293,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-05,99.68663,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-06,99.72413,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-07,99.80396,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-08,99.92165,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-09,100.0648,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-10,100.2328,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-11,100.4439,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2005-12,100.674,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-01,100.8867,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-02,101.0593,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-03,101.1779,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-04,101.2553,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-05,101.2987,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-06,101.3426,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-07,101.4127,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-08,101.5216,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-09,101.6627,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-10,101.8378,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-11,102.0255,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2006-12,102.2096,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2007-01,102.3806,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2007-02,102.525,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-04,99.92359,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-05,99.82698,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2016-06,99.75533,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-08,99.44851,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-09,99.25584,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-10,99.08237,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-11,98.94449,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2012-12,98.83352,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-01,98.7401,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-02,98.67685,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-03,98.62981,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-04,98.61356,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-05,98.64606,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-06,98.73652,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-07,98.87913,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-08,99.04195,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-09,99.18414,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-10,99.27863,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-11,99.31487,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2013-12,99.31425,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-01,99.28265,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-02,99.23438,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-03,99.16831,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-04,99.06591,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-05,98.93529,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-06,98.80814,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-07,98.70818,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2014-08,98.65222,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-04,88.3445,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-05,93.62225,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-06,97.93708,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-07,97.83187,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-08,98.13132,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-09,98.21523,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-10,98.39322,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-11,98.48868,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-12,98.52861,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-01,98.79149,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-02,98.98761,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-03,99.44434,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-04,99.89538,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-05,100.43,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-06,100.8633,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-07,101.0997,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-08,101.2559,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-09,101.3477,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-10,101.3927,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-11,101.3957,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-12,101.337,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-01,101.2039,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-02,100.9885,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-03,100.7122,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-04,100.4365,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-05,100.1897,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-06,99.98504,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-07,99.82507,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-08,99.69872,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-09,99.5944,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-10,99.52265,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-11,99.46634,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-12,99.40747,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-01,99.3588,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-02,99.32409,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-03,99.30401,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-04,99.29755,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-05,99.30602,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-06,99.3292,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-07,99.36802,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-08,99.4066,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-09,99.4339,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-10,99.45268,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-11,99.46982,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-12,99.47803,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-01,99.46001,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-02,99.41638,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-03,99.34578,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-04,99.24281,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-05,99.13171,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-06,99.0338,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-07,98.97116,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-08,98.95795,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-09,98.97487,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-10,99.00919,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-11,99.08063,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-12,99.17684,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2000-01,102.3595,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2000-02,102.5372,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2000-03,102.6955,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2000-04,102.8193,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2000-05,102.9053,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),FRA,M,LI,IX,_Z,AA,IX,_Z,H,2000-06,102.9581,A,0,2,
