DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-02,99.73268,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-03,99.86897,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-04,99.94946,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-05,99.98514,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-06,99.98465,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-07,99.94611,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-08,99.86512,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-09,99.74493,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-10,99.59635,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2002-11,99.44279,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-07,101.0649,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-08,101.3292,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-09,101.6308,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-10,101.9213,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-11,102.1698,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-12,102.3664,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-01,102.4822,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-02,102.5221,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-03,102.4904,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-04,102.3841,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-05,102.211,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-06,101.9662,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-07,101.648,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-08,101.2636,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-09,100.8307,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-10,100.4005,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-11,99.99841,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2011-12,99.60391,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2012-01,99.21598,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2012-02,98.8616,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2012-03,98.52564,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2012-04,98.19729,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-05,99.77724,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-06,99.94978,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-07,100.1391,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-08,100.3387,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-09,100.5207,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-10,100.6631,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-11,100.7654,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2013-12,100.8222,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-01,100.837,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-02,100.7997,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-03,100.7092,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-04,100.5735,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-05,100.399,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-06,100.2031,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-07,100.0047,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-08,99.81794,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-09,99.66944,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-10,99.58141,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-11,99.56018,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2014-12,99.59718,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-01,99.67654,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-02,99.77761,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-03,99.88241,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-04,99.96907,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-05,100.0195,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-06,100.0295,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-07,100.0016,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-08,99.94108,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2015-09,99.85911,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-06,99.08636,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-07,99.09351,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-08,99.18867,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-09,99.34731,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-10,99.54331,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-11,99.77043,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2005-12,100.0237,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-01,100.2864,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-02,100.534,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-03,100.7673,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-04,100.9941,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-05,101.1978,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-06,101.3732,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-07,101.5441,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-08,101.7224,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-09,101.8934,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-10,102.056,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-11,102.2186,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2006-12,102.3807,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-01,102.5111,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-02,102.6322,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-03,102.7304,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-04,102.775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-05,102.7631,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-06,102.7026,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-07,102.6109,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-08,102.5159,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-09,102.4305,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-10,102.3444,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-11,102.2372,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2007-12,102.1264,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-01,102.0534,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-02,101.9875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-03,101.8937,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-04,101.7375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-05,101.4614,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-06,101.0529,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-07,100.5196,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-08,99.86517,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2008-09,99.09855,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2017-10,101.6651,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2017-11,101.7998,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2017-12,101.8543,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-01,101.8145,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-02,101.7128,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-03,101.5714,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-04,101.3995,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-05,101.2052,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-06,101.0093,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-07,100.8102,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-08,100.6195,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-09,100.442,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-10,100.2736,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-11,100.111,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2018-12,99.94837,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-01,99.77748,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-02,99.62705,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-03,99.51833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-04,99.44856,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-05,99.39495,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-06,99.33637,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-07,99.28077,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-08,99.23444,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-09,99.21622,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-10,99.21808,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-11,99.23244,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2019-12,99.25293,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-01,99.25848,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-02,99.23015,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-03,93.7565,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-04,89.91752,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-05,92.80669,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-06,96.36057,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-07,97.78346,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-08,98.75674,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-09,99.33478,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-10,99.69939,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-11,99.89918,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2020-12,100.1668,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-01,100.5119,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-02,100.9444,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-03,101.5713,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-04,102.2377,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-05,102.8826,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-04,101.9096,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-05,102.3028,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-06,102.6009,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-07,102.7756,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-08,102.8139,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-09,102.756,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-10,102.6218,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-11,102.4383,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2021-12,102.2225,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2022-01,101.9695,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2022-02,101.6552,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2022-03,101.2869,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2022-04,100.909,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2022-05,100.5416,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2022-06,100.1766,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-04,102.1243,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-05,102.1528,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-06,102.1392,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-07,102.0767,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-08,101.9864,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-09,101.8917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-10,101.8066,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-11,101.7185,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2007-12,101.6179,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-01,101.4962,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-02,101.3323,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-03,101.0972,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-04,100.7698,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-05,100.334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-06,99.76376,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-07,99.0585,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-08,98.23447,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-09,97.31783,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-10,96.37623,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),DEU,M,LI,IX,_Z,AA,IX,_Z,H,2008-11,95.5189,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-05,100.7356,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2010-06,100.8701,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-10,103.9473,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-11,103.6752,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2021-12,103.2456,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2022-01,102.6487,A,0,2,
OECD.SDD.STES:DSD_STES@DF_CLI(4.1),ITA,M,LI,IX,_Z,AA,IX,_Z,H,2022-02,101.9497,A,0,2,
